SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SUB_POPULATION,GRADE,FSA_SKILL_CODE,NUMBER_EXPECTED_WRITERS,NUMBER_WRITERS,NUMBER_UNKNOWN,NUMBER_EMERGING,NUMBER_ONTRACK,NUMBER_EXTENDING,SCORE
2007,District Level,BC Public School,73,Kamloops-Thompson,Diverse Abilities,4,Numeracy,90,62,22,10,32,10,471.1935
2007,District Level,BC Public School,73,Kamloops-Thompson,Non Diverse Abilities,4,Numeracy,986,960,10,10,678,10,480.0729
2007,District Level,BC Public School,74,Gold Trail,All Students,4,Numeracy,112,102,10,10,58,10,434.9314
2007,District Level,BC Public School,74,Gold Trail,Indigenous,4,Numeracy,61,56,10,10,31,10,425.1607
2007,District Level,BC Public School,74,Gold Trail,Non Indigenous,4,Numeracy,51,46,10,10,27,10,446.8261
2007,District Level,BC Public School,75,Mission,All Students,4,Numeracy,459,414,36,127,254,33,468.6618
2007,District Level,BC Public School,75,Mission,Indigenous,4,Numeracy,96,84,10,10,43,10,441.4167
2007,District Level,BC Public School,75,Mission,Non Indigenous,4,Numeracy,363,330,10,10,211,10,475.597
2007,District Level,BC Public School,75,Mission,Diverse Abilities,4,Numeracy,46,25,17,5,14,5,454.6
2007,District Level,BC Public School,75,Mission,Non Diverse Abilities,4,Numeracy,413,389,19,10,240,10,469.5656
2007,District Level,BC Public School,78,Fraser-Cascade,All Students,4,Numeracy,168,154,10,10,90,10,449.0455
2007,District Level,BC Public School,78,Fraser-Cascade,Indigenous,4,Numeracy,63,57,10,10,37,10,429.1404
2007,District Level,BC Public School,78,Fraser-Cascade,Non Indigenous,4,Numeracy,105,97,10,10,53,10,460.7423
2007,District Level,BC Public School,78,Fraser-Cascade,Diverse Abilities,4,Numeracy,21,13,5,5,5,5,389.0769
2007,District Level,BC Public School,78,Fraser-Cascade,Non Diverse Abilities,4,Numeracy,147,141,10,10,10,10,454.5745
2007,District Level,BC Public School,79,Cowichan Valley,All Students,4,Numeracy,653,579,69,191,364,24,449.5302
2007,District Level,BC Public School,79,Cowichan Valley,Indigenous,4,Numeracy,145,103,10,10,58,10,427.7379
2007,District Level,BC Public School,79,Cowichan Valley,Non Indigenous,4,Numeracy,508,476,10,10,306,10,454.2458
2007,District Level,BC Public School,79,Cowichan Valley,Diverse Abilities,4,Numeracy,78,48,30,10,30,10,466.7708
2007,District Level,BC Public School,79,Cowichan Valley,Non Diverse Abilities,4,Numeracy,575,531,10,10,334,10,447.9718
2007,District Level,BC Public School,81,Fort Nelson,All Students,4,Numeracy,71,67,10,10,48,10,553.2388
2007,District Level,BC Public School,81,Fort Nelson,Indigenous,4,Numeracy,28,28,5,5,19,5,554.7857
2007,District Level,BC Public School,81,Fort Nelson,Non Indigenous,4,Numeracy,43,39,5,5,29,5,552.1282
2007,District Level,BC Public School,81,Fort Nelson,Non Diverse Abilities,4,Numeracy,71,67,10,10,48,10,553.2388
2007,District Level,BC Public School,82,Coast Mountains,All Students,4,Numeracy,352,320,30,121,180,19,448.4844
2007,District Level,BC Public School,82,Coast Mountains,Indigenous,4,Numeracy,157,145,10,79,10,10,408.7103
2007,District Level,BC Public School,82,Coast Mountains,Non Indigenous,4,Numeracy,195,175,10,10,119,10,481.44
2007,District Level,BC Public School,82,Coast Mountains,Diverse Abilities,4,Numeracy,62,40,10,21,10,10,432.05
2007,District Level,BC Public School,82,Coast Mountains,Non Diverse Abilities,4,Numeracy,290,280,10,10,162,10,450.8321
2007,District Level,BC Public School,83,North Okanagan-Shuswap,All Students,4,Numeracy,472,423,46,112,282,29,467.7234
2007,District Level,BC Public School,83,North Okanagan-Shuswap,Indigenous,4,Numeracy,98,80,10,10,51,10,462.3875
2007,District Level,BC Public School,83,North Okanagan-Shuswap,Non Indigenous,4,Numeracy,374,343,10,10,231,10,468.9679
2007,District Level,BC Public School,83,North Okanagan-Shuswap,Diverse Abilities,4,Numeracy,64,37,26,10,19,10,495.1892
2007,District Level,BC Public School,83,North Okanagan-Shuswap,Non Diverse Abilities,4,Numeracy,408,386,10,10,263,10,465.0907
2007,District Level,BC Public School,84,Vancouver Island West,All Students,4,Numeracy,35,30,5,5,17,5,430.4667
2007,District Level,BC Public School,84,Vancouver Island West,Indigenous,4,Numeracy,19,15,5,5,5,5,388.6667
2007,District Level,BC Public School,84,Vancouver Island West,Non Indigenous,4,Numeracy,16,15,5,5,5,5,472.2667
2007,District Level,BC Public School,85,Vancouver Island North,All Students,4,Numeracy,102,91,10,10,61,10,445.4945
2007,District Level,BC Public School,85,Vancouver Island North,Indigenous,4,Numeracy,32,26,5,5,5,5,406.6538
2007,District Level,BC Public School,85,Vancouver Island North,Non Indigenous,4,Numeracy,70,65,10,10,48,10,461.0308
2007,District Level,BC Public School,85,Vancouver Island North,Diverse Abilities,4,Numeracy,19,5,5,5,5,5,368.8889
2007,District Level,BC Public School,85,Vancouver Island North,Non Diverse Abilities,4,Numeracy,83,10,10,10,10,10,453.9024
2007,District Level,BC Public School,87,Stikine,All Students,4,Numeracy,22,5,5,5,5,5,422.3571
2007,District Level,BC Public School,91,Nechako Lakes,All Students,4,Numeracy,341,273,65,108,148,17,444
2007,District Level,BC Public School,91,Nechako Lakes,Indigenous,4,Numeracy,131,104,10,60,10,10,407.2692
2007,District Level,BC Public School,91,Nechako Lakes,Non Indigenous,4,Numeracy,210,169,10,10,108,10,466.6036
2007,District Level,BC Public School,91,Nechako Lakes,Diverse Abilities,4,Numeracy,30,17,12,12,5,5,362.7059
2007,District Level,BC Public School,91,Nechako Lakes,Non Diverse Abilities,4,Numeracy,311,256,53,96,10,10,449.3984
2007,District Level,BC Public School,92,Nisga'a,All Students,4,Numeracy,22,21,5,17,5,5,361.0952
2007,District Level,BC Public School,92,Nisga'a,Indigenous,4,Numeracy,22,21,5,17,5,5,361.0952
2007,District Level,BC Public School,93,Conseil scolaire francophone,All Students,4,Numeracy,392,376,10,10,244,10,466.0213
2007,District Level,BC Public School,93,Conseil scolaire francophone,Indigenous,4,Numeracy,37,37,5,5,24,5,437.6757
2007,District Level,BC Public School,93,Conseil scolaire francophone,Non Indigenous,4,Numeracy,355,339,10,10,220,10,469.115
2007,District Level,BC Public School,93,Conseil scolaire francophone,Diverse Abilities,4,Numeracy,23,19,5,5,5,5,432.3684
2007,District Level,BC Public School,93,Conseil scolaire francophone,Non Diverse Abilities,4,Numeracy,369,357,10,10,10,10,467.8123
2007,Province Level,Province-Total,0,Unknown,All Students,7,Numeracy,49386,44598,4392,10179,28776,5643,488.6863
2007,Province Level,Province-Total,0,Unknown,Indigenous,7,Numeracy,5836,4928,815,2176,2577,175,428.9474
2007,Province Level,Province-Total,0,Unknown,Non Indigenous,7,Numeracy,43550,39670,3577,8003,26199,5468,496.1074
2007,Province Level,Province-Total,0,Unknown,Diverse Abilities,7,Numeracy,5763,3913,1771,1606,1696,611,460.8809
2007,Province Level,Province-Total,0,Unknown,Non Diverse Abilities,7,Numeracy,43623,40685,2621,8573,27080,5032,491.3606
2007,Province Level,BC Public School,0,Unknown,All Students,7,Numeracy,43891,39533,4027,9600,25537,4396,482.4146
2007,Province Level,BC Public School,0,Unknown,Indigenous,7,Numeracy,5471,4662,723,2071,2429,162,428.6032
2007,Province Level,BC Public School,0,Unknown,Non Indigenous,7,Numeracy,38420,34871,3304,7529,23108,4234,489.6088
2007,Province Level,BC Public School,0,Unknown,Diverse Abilities,7,Numeracy,5763,3913,1771,1606,1696,611,460.8809
2007,Province Level,BC Public School,0,Unknown,Non Diverse Abilities,7,Numeracy,38128,35620,2256,7994,23841,3785,484.7802
2007,Province Level,BC Independent School,0,Unknown,All Students,7,Numeracy,5495,5065,365,579,3239,1247,537.6381
2007,Province Level,BC Independent School,0,Unknown,Indigenous,7,Numeracy,365,266,92,105,148,13,434.9812
2007,Province Level,BC Independent School,0,Unknown,Non Indigenous,7,Numeracy,5130,4799,273,474,3091,1234,543.3282
2007,Province Level,BC Independent School,0,Unknown,Non Diverse Abilities,7,Numeracy,5495,5065,365,579,3239,1247,537.6381
2007,District Level,BC Public School,5,Southeast Kootenay,All Students,7,Numeracy,449,407,37,144,234,29,456.6364
2007,District Level,BC Public School,5,Southeast Kootenay,Indigenous,7,Numeracy,70,61,10,33,10,10,415.4918
2007,District Level,BC Public School,5,Southeast Kootenay,Non Indigenous,7,Numeracy,379,346,10,10,207,10,463.8902
2007,District Level,BC Public School,5,Southeast Kootenay,Diverse Abilities,7,Numeracy,55,43,10,24,10,10,420.8837
2007,District Level,BC Public School,5,Southeast Kootenay,Non Diverse Abilities,7,Numeracy,394,364,10,10,216,10,460.8599
2007,District Level,BC Public School,6,Rocky Mountain,All Students,7,Numeracy,253,234,16,57,161,16,470.8761
2007,District Level,BC Public School,6,Rocky Mountain,Indigenous,7,Numeracy,41,37,5,5,22,5,463.027
2007,District Level,BC Public School,6,Rocky Mountain,Non Indigenous,7,Numeracy,212,197,10,10,139,10,472.3503
2007,District Level,BC Public School,6,Rocky Mountain,Diverse Abilities,7,Numeracy,32,21,5,10,5,5,461.8571
2007,District Level,BC Public School,6,Rocky Mountain,Non Diverse Abilities,7,Numeracy,221,213,10,47,10,10,471.7653
2007,District Level,BC Public School,8,Kootenay Lake,All Students,7,Numeracy,404,342,55,85,236,21,468.8187
2007,District Level,BC Public School,8,Kootenay Lake,Indigenous,7,Numeracy,77,59,10,10,39,10,444.4237
2007,District Level,BC Public School,8,Kootenay Lake,Non Indigenous,7,Numeracy,327,283,10,10,197,10,473.9046
2007,District Level,BC Public School,8,Kootenay Lake,Diverse Abilities,7,Numeracy,44,25,18,5,16,5,452.64
2007,District Level,BC Public School,8,Kootenay Lake,Non Diverse Abilities,7,Numeracy,360,317,37,10,220,10,470.0946
2007,District Level,BC Public School,10,Arrow Lakes,All Students,7,Numeracy,57,49,10,10,38,10,454.4082
2007,District Level,BC Public School,10,Arrow Lakes,Indigenous,7,Numeracy,10,5,5,5,5,5,472.1111
2007,District Level,BC Public School,10,Arrow Lakes,Non Indigenous,7,Numeracy,47,5,5,5,5,5,450.425
2007,District Level,BC Public School,19,Revelstoke,All Students,7,Numeracy,98,92,10,10,60,10,473.4022
2007,District Level,BC Public School,19,Revelstoke,Indigenous,7,Numeracy,15,14,5,5,5,5,457.5714
2007,District Level,BC Public School,19,Revelstoke,Non Indigenous,7,Numeracy,83,78,10,10,10,10,476.2436
2007,District Level,BC Public School,19,Revelstoke,Diverse Abilities,7,Numeracy,16,12,5,5,5,5,464.25
2007,District Level,BC Public School,19,Revelstoke,Non Diverse Abilities,7,Numeracy,82,80,10,10,10,10,474.775
2007,District Level,BC Public School,20,Kootenay-Columbia,All Students,7,Numeracy,358,317,39,72,207,38,483.164
2007,District Level,BC Public School,20,Kootenay-Columbia,Indigenous,7,Numeracy,31,24,5,5,15,5,477.2083
2007,District Level,BC Public School,20,Kootenay-Columbia,Non Indigenous,7,Numeracy,327,293,10,10,192,10,483.6519
2007,District Level,BC Public School,20,Kootenay-Columbia,Diverse Abilities,7,Numeracy,42,27,15,14,5,5,410.4444
2007,District Level,BC Public School,20,Kootenay-Columbia,Non Diverse Abilities,7,Numeracy,316,290,10,10,196,10,489.9345
2007,District Level,BC Public School,22,Vernon,All Students,7,Numeracy,721,667,52,205,399,63,470.3058
2007,District Level,BC Public School,22,Vernon,Indigenous,7,Numeracy,112,102,10,57,10,10,423.4412
2007,District Level,BC Public School,22,Vernon,Non Indigenous,7,Numeracy,609,565,10,10,360,10,478.7664
2007,District Level,BC Public School,22,Vernon,Diverse Abilities,7,Numeracy,66,45,20,30,10,10,394.6
2007,District Level,BC Public School,22,Vernon,Non Diverse Abilities,7,Numeracy,655,622,10,10,387,10,475.783
2007,District Level,BC Public School,23,Central Okanagan,All Students,7,Numeracy,1756,1661,83,499,1074,88,457.9115
2007,District Level,BC Public School,23,Central Okanagan,Indigenous,7,Numeracy,208,184,10,10,97,10,415.2391
2007,District Level,BC Public School,23,Central Okanagan,Non Indigenous,7,Numeracy,1548,1477,10,10,977,10,463.2275
2007,District Level,BC Public School,23,Central Okanagan,Diverse Abilities,7,Numeracy,154,112,42,73,29,10,410.2946
2007,District Level,BC Public School,23,Central Okanagan,Non Diverse Abilities,7,Numeracy,1602,1549,41,426,1045,78,461.3544
2007,District Level,BC Public School,27,Cariboo-Chilcotin,All Students,7,Numeracy,444,416,24,157,242,17,435.8269
2007,District Level,BC Public School,27,Cariboo-Chilcotin,Indigenous,7,Numeracy,136,119,10,61,10,10,405.479
2007,District Level,BC Public School,27,Cariboo-Chilcotin,Non Indigenous,7,Numeracy,308,297,10,10,185,10,447.9865
2007,District Level,BC Public School,27,Cariboo-Chilcotin,Diverse Abilities,7,Numeracy,45,37,5,27,5,5,370.7297
2007,District Level,BC Public School,27,Cariboo-Chilcotin,Non Diverse Abilities,7,Numeracy,399,379,10,130,10,10,442.1821
2007,District Level,BC Public School,28,Quesnel,All Students,7,Numeracy,311,277,10,10,147,10,428.9278
2007,District Level,BC Public School,28,Quesnel,Indigenous,7,Numeracy,96,82,10,49,10,10,411.5
2007,District Level,BC Public School,28,Quesnel,Non Indigenous,7,Numeracy,215,195,10,10,115,10,436.2564
2007,District Level,BC Public School,28,Quesnel,Diverse Abilities,7,Numeracy,40,21,18,17,5,5,384.0476
2007,District Level,BC Public School,28,Quesnel,Non Diverse Abilities,7,Numeracy,271,256,15,106,10,10,432.6094
2007,District Level,BC Public School,33,Chilliwack,All Students,7,Numeracy,996,889,98,312,535,42,448.4938
2007,District Level,BC Public School,33,Chilliwack,Indigenous,7,Numeracy,186,159,10,83,10,10,411.5786
2007,District Level,BC Public School,33,Chilliwack,Non Indigenous,7,Numeracy,810,730,10,10,461,10,456.5342
2007,District Level,BC Public School,33,Chilliwack,Diverse Abilities,7,Numeracy,113,69,41,40,10,10,426.1159
2007,District Level,BC Public School,33,Chilliwack,Non Diverse Abilities,7,Numeracy,883,820,10,10,512,10,450.3768
2007,District Level,BC Public School,34,Abbotsford,All Students,7,Numeracy,1473,1401,60,239,992,170,497.7395
2007,District Level,BC Public School,34,Abbotsford,Indigenous,7,Numeracy,194,179,13,52,114,13,454.419
2007,District Level,BC Public School,34,Abbotsford,Non Indigenous,7,Numeracy,1279,1222,47,187,878,157,504.0851
2007,District Level,BC Public School,34,Abbotsford,Diverse Abilities,7,Numeracy,171,133,36,37,61,35,505.7218
2007,District Level,BC Public School,34,Abbotsford,Non Diverse Abilities,7,Numeracy,1302,1268,24,202,931,135,496.9022
2007,District Level,BC Public School,35,Langley,All Students,7,Numeracy,1490,1467,18,315,932,220,493.5685
2007,District Level,BC Public School,35,Langley,Indigenous,7,Numeracy,178,171,10,10,97,10,456.9591
2007,District Level,BC Public School,35,Langley,Non Indigenous,7,Numeracy,1312,1296,10,10,835,10,498.3989
2007,District Level,BC Public School,35,Langley,Diverse Abilities,7,Numeracy,187,172,10,92,10,10,402.9884
2007,District Level,BC Public School,35,Langley,Non Diverse Abilities,7,Numeracy,1303,1295,10,10,867,10,505.5992
2007,District Level,BC Public School,36,Surrey,All Students,7,Numeracy,5380,4959,392,1260,3232,467,478.4951
2007,District Level,BC Public School,36,Surrey,Indigenous,7,Numeracy,353,307,39,141,155,11,428.0912
2007,District Level,BC Public School,36,Surrey,Non Indigenous,7,Numeracy,5027,4652,353,1119,3077,456,481.8214
2007,District Level,BC Public School,36,Surrey,Diverse Abilities,7,Numeracy,629,442,178,160,199,83,475.0317
2007,District Level,BC Public School,36,Surrey,Non Diverse Abilities,7,Numeracy,4751,4517,214,1100,3033,384,478.834
2007,District Level,BC Public School,37,Delta,All Students,7,Numeracy,1313,1196,116,188,870,138,500.9925
2007,District Level,BC Public School,37,Delta,Indigenous,7,Numeracy,78,62,16,10,46,10,466.3548
2007,District Level,BC Public School,37,Delta,Non Indigenous,7,Numeracy,1235,1134,10,10,824,10,502.8862
2007,District Level,BC Public School,37,Delta,Diverse Abilities,7,Numeracy,240,174,66,33,105,36,516.6839
2007,District Level,BC Public School,37,Delta,Non Diverse Abilities,7,Numeracy,1073,1022,50,155,765,102,498.3209
2007,District Level,BC Public School,38,Richmond,All Students,7,Numeracy,1795,1635,143,170,1018,447,544.3309
2007,District Level,BC Public School,38,Richmond,Indigenous,7,Numeracy,33,27,5,5,20,5,485.1481
2007,District Level,BC Public School,38,Richmond,Non Indigenous,7,Numeracy,1762,1608,10,10,998,10,545.3246
2007,District Level,BC Public School,38,Richmond,Diverse Abilities,7,Numeracy,162,124,37,29,59,36,522.2016
2007,District Level,BC Public School,38,Richmond,Non Diverse Abilities,7,Numeracy,1633,1511,106,141,959,411,546.1469
2007,District Level,BC Public School,39,Vancouver,All Students,7,Numeracy,4188,3310,843,10,2211,10,512.0199
2007,District Level,BC Public School,39,Vancouver,Indigenous,7,Numeracy,198,113,82,10,73,10,439.8938
2007,District Level,BC Public School,39,Vancouver,Non Indigenous,7,Numeracy,3990,3197,761,10,2138,10,514.5693
2007,District Level,BC Public School,39,Vancouver,Diverse Abilities,7,Numeracy,547,231,311,10,116,10,478.026
2007,District Level,BC Public School,39,Vancouver,Non Diverse Abilities,7,Numeracy,3641,3079,532,10,2095,10,514.5703
2007,District Level,BC Public School,40,New Westminster,All Students,7,Numeracy,482,441,10,10,280,10,466.8571
2007,District Level,BC Public School,40,New Westminster,Indigenous,7,Numeracy,32,25,5,5,17,5,435.64
2007,District Level,BC Public School,40,New Westminster,Non Indigenous,7,Numeracy,450,416,10,10,263,10,468.7332
2007,District Level,BC Public School,40,New Westminster,Diverse Abilities,7,Numeracy,45,30,15,5,14,5,450.3333
2007,District Level,BC Public School,40,New Westminster,Non Diverse Abilities,7,Numeracy,437,411,10,10,266,10,468.0633
2007,District Level,BC Public School,41,Burnaby,All Students,7,Numeracy,1833,1556,261,207,969,380,527.4814
2007,District Level,BC Public School,41,Burnaby,Indigenous,7,Numeracy,90,66,10,10,39,10,447.5909
2007,District Level,BC Public School,41,Burnaby,Non Indigenous,7,Numeracy,1743,1490,239,10,930,10,531.0201
2007,District Level,BC Public School,41,Burnaby,Diverse Abilities,7,Numeracy,223,129,91,34,47,48,528.5581
2007,District Level,BC Public School,41,Burnaby,Non Diverse Abilities,7,Numeracy,1610,1427,170,173,922,332,527.384
2007,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,All Students,7,Numeracy,1173,1108,60,302,702,104,472.0903
2007,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Indigenous,7,Numeracy,117,106,10,10,57,10,428.6887
2007,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Non Indigenous,7,Numeracy,1056,1002,10,10,645,10,476.6816
2007,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Diverse Abilities,7,Numeracy,134,106,26,56,40,10,423.1604
2007,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Non Diverse Abilities,7,Numeracy,1039,1002,34,246,662,94,477.2665
2007,District Level,BC Public School,43,Coquitlam,All Students,7,Numeracy,2415,2264,144,483,1502,279,490.5928
2007,District Level,BC Public School,43,Coquitlam,Indigenous,7,Numeracy,124,106,10,10,53,10,441.217
2007,District Level,BC Public School,43,Coquitlam,Non Indigenous,7,Numeracy,2291,2158,10,10,1449,10,493.0181
2007,District Level,BC Public School,43,Coquitlam,Diverse Abilities,7,Numeracy,422,352,68,121,153,78,493.1222
2007,District Level,BC Public School,43,Coquitlam,Non Diverse Abilities,7,Numeracy,1993,1912,76,362,1349,201,490.1271
